start_preprocess,e_preprocess,end_preprocess,start_infer,e_infer,end_infer,start_postprocess,e_postprocess,end_postprocess,execution_time,cycle_time,frame_rate
2918072.34,10.33,2918082.67,2918082.67,531.49,2918614.17,2918614.17,0.01,2918614.18,541.83,520.97,1.92
2918614.18,10.38,2918624.56,2918624.56,531.20,2919155.76,2919155.76,0.01,2919155.77,541.59,541.84,1.85
2919155.78,10.29,2919166.07,2919166.07,531.25,2919697.32,2919697.32,0.01,2919697.32,541.55,541.59,1.85
2919697.33,10.36,2919707.69,2919707.69,530.80,2920238.49,2920238.49,0.01,2920238.49,541.16,541.55,1.85
2920238.50,10.46,2920248.95,2920248.95,531.58,2920780.54,2920780.54,0.01,2920780.55,542.05,541.17,1.85
2920780.55,10.33,2920790.89,2920790.89,531.19,2921322.08,2921322.08,0.01,2921322.09,541.53,542.05,1.84
2921322.09,10.33,2921332.42,2921332.42,530.83,2921863.26,2921863.26,0.01,2921863.26,541.17,541.54,1.85
2921863.27,10.40,2921873.67,2921873.67,531.64,2922405.31,2922405.31,0.01,2922405.31,542.04,541.18,1.85
2922405.32,10.31,2922415.63,2922415.63,531.68,2922947.31,2922947.31,0.01,2922947.32,542.00,542.05,1.84
2922947.32,10.34,2922957.66,2922957.66,531.10,2923488.76,2923488.76,0.01,2923488.77,541.44,542.00,1.85
2923488.77,10.39,2923499.16,2923499.16,531.18,2924030.34,2924030.34,0.01,2924030.35,541.58,541.45,1.85
2924030.35,10.36,2924040.72,2924040.72,531.66,2924572.38,2924572.38,0.01,2924572.38,542.03,541.58,1.85
2924572.39,10.32,2924582.71,2924582.71,531.48,2925114.19,2925114.19,0.01,2925114.20,541.81,542.04,1.84
2925114.20,10.35,2925124.55,2925124.55,531.36,2925655.91,2925655.92,0.01,2925655.92,541.72,541.81,1.85
2925655.93,10.37,2925666.30,2925666.30,530.77,2926197.06,2926197.06,0.01,2926197.07,541.14,541.73,1.85
2926197.08,10.27,2926207.35,2926207.35,531.67,2926739.02,2926739.02,0.01,2926739.03,541.95,541.15,1.85
2926739.03,10.38,2926749.41,2926749.41,531.23,2927280.64,2927280.64,0.01,2927280.65,541.62,541.95,1.85
2927280.65,10.32,2927290.97,2927290.97,531.34,2927822.31,2927822.31,0.01,2927822.32,541.67,541.62,1.85
2927822.33,10.38,2927832.71,2927832.71,531.85,2928364.56,2928364.56,0.01,2928364.57,542.24,541.67,1.85
2928364.57,10.35,2928374.93,2928374.93,530.61,2928905.54,2928905.54,0.01,2928905.55,540.98,542.25,1.84
2928905.55,10.33,2928915.89,2928915.89,531.22,2929447.10,2929447.10,0.01,2929447.11,541.56,540.98,1.85
2929447.12,10.36,2929457.47,2929457.47,530.97,2929988.44,2929988.44,0.01,2929988.45,541.33,541.56,1.85
2929988.45,10.37,2929998.83,2929998.83,531.54,2930530.37,2930530.37,0.01,2930530.38,541.92,541.34,1.85
2930530.38,10.32,2930540.70,2930540.70,531.42,2931072.12,2931072.12,0.01,2931072.13,541.75,541.93,1.85
2931072.14,10.44,2931082.58,2931082.58,531.33,2931613.91,2931613.91,0.01,2931613.92,541.78,541.75,1.85
2931613.93,10.34,2931624.26,2931624.26,530.91,2932155.17,2932155.17,0.01,2932155.17,541.25,541.79,1.85
2932155.18,10.38,2932165.56,2932165.56,531.28,2932696.84,2932696.84,0.01,2932696.85,541.67,541.25,1.85
2932696.85,10.35,2932707.20,2932707.20,531.09,2933238.29,2933238.29,0.01,2933238.29,541.44,541.67,1.85
2933238.30,10.37,2933248.67,2933248.67,531.17,2933779.84,2933779.84,0.01,2933779.85,541.55,541.45,1.85
2933779.85,10.36,2933790.22,2933790.22,531.46,2934321.68,2934321.68,0.01,2934321.69,541.83,541.55,1.85
2934321.69,10.42,2934332.11,2934332.11,530.68,2934862.79,2934862.79,0.01,2934862.80,541.11,541.84,1.85
2934862.80,10.28,2934873.09,2934873.09,530.94,2935404.03,2935404.03,0.01,2935404.03,541.23,541.11,1.85
2935404.04,10.32,2935414.36,2935414.36,530.35,2935944.70,2935944.70,0.01,2935944.71,540.67,541.23,1.85
2935944.71,10.34,2935955.05,2935955.05,531.57,2936486.63,2936486.63,0.01,2936486.63,541.92,540.68,1.85
2936486.64,10.34,2936496.98,2936496.98,531.47,2937028.45,2937028.45,0.01,2937028.46,541.82,541.92,1.85
2937028.46,10.26,2937038.73,2937038.73,531.47,2937570.20,2937570.20,0.01,2937570.21,541.75,541.82,1.85
2937570.21,10.33,2937580.54,2937580.54,530.96,2938111.50,2938111.50,0.01,2938111.51,541.30,541.75,1.85
2938111.51,10.33,2938121.84,2938121.84,531.18,2938653.02,2938653.02,0.01,2938653.03,541.51,541.30,1.85
2938653.03,10.32,2938663.35,2938663.35,530.82,2939194.17,2939194.17,0.01,2939194.18,541.15,541.52,1.85
2939194.19,10.42,2939204.61,2939204.61,531.02,2939735.63,2939735.63,0.01,2939735.64,541.45,541.16,1.85
2939735.64,10.35,2939746.00,2939746.00,530.87,2940276.87,2940276.87,0.01,2940276.87,541.23,541.46,1.85
2940276.88,10.28,2940287.16,2940287.16,531.87,2940819.03,2940819.03,0.01,2940819.04,542.16,541.23,1.85
2940819.04,10.33,2940829.37,2940829.37,531.30,2941360.66,2941360.66,0.01,2941360.67,541.63,542.16,1.84
2941360.68,10.37,2941371.04,2941371.04,530.95,2941901.99,2941901.99,0.01,2941902.00,541.33,541.64,1.85
2941902.01,10.35,2941912.36,2941912.36,531.33,2942443.68,2942443.68,0.01,2942443.69,541.68,541.33,1.85
2942443.70,10.41,2942454.11,2942454.11,530.65,2942984.76,2942984.76,0.01,2942984.77,541.07,541.69,1.85
2942984.77,10.41,2942995.18,2942995.18,531.06,2943526.24,2943526.24,0.01,2943526.24,541.47,541.07,1.85
2943526.25,10.32,2943536.57,2943536.57,531.10,2944067.67,2944067.67,0.01,2944067.67,541.42,541.48,1.85
2944067.68,10.34,2944078.02,2944078.02,530.68,2944608.70,2944608.70,0.01,2944608.71,541.03,541.43,1.85
2944608.72,10.27,2944618.99,2944618.99,531.28,2945150.27,2945150.27,0.01,2945150.28,541.56,541.04,1.85
2945150.29,10.39,2945160.67,2945160.67,531.29,2945691.96,2945691.96,0.01,2945691.97,541.68,541.57,1.85
2945691.97,10.41,2945702.39,2945702.39,531.12,2946233.51,2946233.51,0.01,2946233.51,541.54,541.69,1.85
2946233.52,10.32,2946243.84,2946243.84,530.98,2946774.82,2946774.82,0.01,2946774.82,541.31,541.54,1.85
2946774.83,10.38,2946785.21,2946785.21,530.63,2947315.83,2947315.83,0.01,2947315.84,541.01,541.31,1.85
2947315.84,10.31,2947326.16,2947326.16,530.63,2947856.78,2947856.78,0.01,2947856.79,540.95,541.01,1.85
2947856.80,10.34,2947867.13,2947867.13,531.21,2948398.34,2948398.34,0.01,2948398.35,541.55,540.95,1.85
2948398.35,10.32,2948408.67,2948408.67,530.49,2948939.16,2948939.16,0.01,2948939.16,540.81,541.55,1.85
2948939.17,10.47,2948949.64,2948949.64,530.89,2949480.53,2949480.53,0.01,2949480.54,541.37,540.82,1.85
2949480.54,10.27,2949490.81,2949490.81,530.98,2950021.79,2950021.79,0.01,2950021.80,541.26,541.37,1.85
2950021.80,10.37,2950032.17,2950032.17,532.86,2950565.03,2950565.03,0.01,2950565.04,543.24,541.26,1.85
2950565.04,10.36,2950575.41,2950575.41,531.31,2951106.72,2951106.72,0.01,2951106.73,541.68,543.24,1.84
2951106.73,10.36,2951117.09,2951117.09,531.55,2951648.64,2951648.64,0.01,2951648.65,541.92,541.69,1.85
2951648.65,10.28,2951658.93,2951658.93,531.23,2952190.17,2952190.17,0.01,2952190.18,541.52,541.92,1.85
2952190.18,10.33,2952200.51,2952200.51,531.43,2952731.94,2952731.95,0.01,2952731.95,541.77,541.53,1.85
2952731.96,10.31,2952742.26,2952742.26,530.88,2953273.14,2953273.14,0.01,2953273.15,541.19,541.78,1.85
2953273.15,10.29,2953283.44,2953283.44,531.03,2953814.47,2953814.47,0.01,2953814.48,541.33,541.20,1.85
2953814.48,10.38,2953824.87,2953824.87,531.31,2954356.18,2954356.18,0.01,2954356.19,541.70,541.33,1.85
2954356.19,10.28,2954366.47,2954366.47,530.93,2954897.40,2954897.40,0.01,2954897.40,541.21,541.71,1.85
2954897.41,10.31,2954907.72,2954907.72,531.19,2955438.91,2955438.91,0.01,2955438.92,541.51,541.22,1.85
2955438.92,10.37,2955449.30,2955449.30,531.15,2955980.45,2955980.45,0.01,2955980.45,541.53,541.51,1.85
2955980.46,10.34,2955990.80,2955990.80,531.51,2956522.31,2956522.31,0.01,2956522.32,541.86,541.54,1.85
2956522.32,10.38,2956532.71,2956532.71,531.31,2957064.02,2957064.02,0.01,2957064.03,541.71,541.87,1.85
2957064.04,10.27,2957074.30,2957074.30,530.54,2957604.84,2957604.84,0.01,2957604.85,540.81,541.71,1.85
2957604.85,10.36,2957615.21,2957615.21,531.37,2958146.59,2958146.59,0.01,2958146.60,541.74,540.82,1.85
2958146.60,10.35,2958156.95,2958156.95,530.91,2958687.86,2958687.86,0.01,2958687.87,541.27,541.75,1.85
2958687.87,10.36,2958698.23,2958698.23,531.59,2959229.82,2959229.82,0.01,2959229.83,541.96,541.27,1.85
2959229.83,10.35,2959240.18,2959240.18,531.51,2959771.69,2959771.69,0.01,2959771.70,541.87,541.96,1.85
2959771.71,10.30,2959782.01,2959782.01,531.43,2960313.45,2960313.45,0.01,2960313.45,541.75,541.87,1.85
2960313.46,10.43,2960323.89,2960323.89,531.34,2960855.23,2960855.23,0.01,2960855.24,541.78,541.75,1.85
2960855.25,10.31,2960865.56,2960865.56,531.34,2961396.90,2961396.90,0.01,2961396.91,541.66,541.79,1.85
2961396.91,10.30,2961407.21,2961407.21,531.57,2961938.79,2961938.79,0.01,2961938.79,541.88,541.67,1.85
2961938.80,10.36,2961949.16,2961949.16,531.18,2962480.33,2962480.33,0.01,2962480.34,541.54,541.88,1.85
2962480.35,10.30,2962490.65,2962490.65,531.23,2963021.87,2963021.87,0.01,2963021.88,541.54,541.55,1.85
2963021.89,10.36,2963032.25,2963032.25,531.01,2963563.25,2963563.25,0.01,2963563.26,541.37,541.54,1.85
2963563.27,10.40,2963573.67,2963573.67,531.31,2964104.98,2964104.98,0.01,2964104.98,541.72,541.38,1.85
2964104.99,10.35,2964115.33,2964115.33,531.28,2964646.62,2964646.62,0.01,2964646.63,541.64,541.72,1.85
2964646.63,10.33,2964656.96,2964656.96,531.54,2965188.50,2965188.50,0.01,2965188.51,541.88,541.64,1.85
2965188.52,10.45,2965198.96,2965198.96,531.39,2965730.35,2965730.36,0.01,2965730.36,541.85,541.89,1.85
2965730.37,10.42,2965740.79,2965740.79,531.29,2966272.07,2966272.07,0.01,2966272.08,541.71,541.85,1.85
2966272.09,10.23,2966282.32,2966282.32,530.78,2966813.09,2966813.09,0.01,2966813.10,541.01,541.72,1.85
2966813.10,10.29,2966823.39,2966823.39,531.24,2967354.63,2967354.64,0.01,2967354.64,541.54,541.02,1.85
2967354.65,10.38,2967365.02,2967365.02,530.94,2967895.96,2967895.96,0.01,2967895.97,541.32,541.54,1.85
2967895.97,10.36,2967906.33,2967906.33,530.94,2968437.28,2968437.28,0.01,2968437.28,541.31,541.32,1.85
2968437.29,10.30,2968447.59,2968447.59,531.65,2968979.24,2968979.24,0.01,2968979.25,541.96,541.32,1.85
2968979.25,10.32,2968989.57,2968989.57,530.48,2969520.05,2969520.05,0.01,2969520.06,540.80,541.96,1.85
2969520.06,10.27,2969530.33,2969530.33,531.34,2970061.67,2970061.67,0.01,2970061.67,541.61,540.81,1.85
2970061.68,10.40,2970072.08,2970072.08,531.04,2970603.11,2970603.11,0.01,2970603.12,541.44,541.62,1.85
2970603.13,10.33,2970613.46,2970613.46,530.78,2971144.23,2971144.23,0.01,2971144.24,541.11,541.45,1.85
2971144.25,10.29,2971154.53,2971154.53,531.22,2971685.75,2971685.75,0.01,2971685.75,541.51,541.12,1.85
2971685.76,10.36,2971696.12,2971696.12,531.13,2972227.26,2972227.26,0.01,2972227.26,541.50,541.52,1.85
2972227.27,10.34,2972237.61,2972237.61,530.57,2972768.18,2972768.18,0.01,2972768.19,540.92,541.51,1.85
2972768.19,10.33,2972778.52,2972778.52,530.90,2973309.42,2973309.42,0.01,2973309.43,541.23,540.92,1.85
2973309.43,10.26,2973319.69,2973319.69,531.44,2973851.13,2973851.13,0.01,2973851.14,541.70,541.24,1.85
2973851.14,10.38,2973861.52,2973861.52,531.47,2974392.99,2974392.99,0.01,2974393.00,541.86,541.71,1.85
2974393.00,10.25,2974403.25,2974403.25,531.35,2974934.60,2974934.61,0.01,2974934.61,541.61,541.86,1.85
2974934.62,10.31,2974944.92,2974944.92,531.25,2975476.18,2975476.18,0.01,2975476.19,541.57,541.61,1.85
2975476.19,10.36,2975486.55,2975486.55,531.50,2976018.05,2976018.05,0.01,2976018.06,541.87,541.58,1.85
2976018.06,10.41,2976028.47,2976028.47,531.48,2976559.95,2976559.95,0.01,2976559.96,541.90,541.87,1.85
2976559.97,10.34,2976570.31,2976570.31,531.38,2977101.69,2977101.69,0.01,2977101.70,541.73,541.90,1.85
2977101.70,10.30,2977112.00,2977112.00,525.57,2977637.57,2977637.57,0.01,2977637.58,535.88,541.73,1.85
2977637.58,9.99,2977647.57,2977647.57,512.92,2978160.49,2978160.49,0.01,2978160.50,522.91,535.88,1.87
2978160.50,10.37,2978170.87,2978170.87,531.42,2978702.28,2978702.29,0.01,2978702.29,541.79,522.92,1.91
2978702.30,10.34,2978712.64,2978712.64,530.71,2979243.35,2979243.35,0.01,2979243.35,541.06,541.80,1.85
2979243.36,10.37,2979253.73,2979253.73,530.77,2979784.50,2979784.50,0.01,2979784.51,541.15,541.06,1.85
2979784.51,10.31,2979794.82,2979794.82,531.37,2980326.20,2980326.20,0.01,2980326.20,541.69,541.15,1.85
2980326.21,10.33,2980336.54,2980336.54,531.57,2980868.10,2980868.10,0.01,2980868.11,541.90,541.70,1.85
2980868.12,10.33,2980878.45,2980878.45,530.65,2981409.10,2981409.10,0.01,2981409.11,540.99,541.91,1.85
2981409.11,10.25,2981419.36,2981419.36,531.39,2981950.75,2981950.75,0.01,2981950.76,541.65,541.00,1.85
2981950.76,10.32,2981961.08,2981961.08,531.51,2982492.59,2982492.59,0.01,2982492.60,541.84,541.65,1.85
2982492.61,10.42,2982503.03,2982503.03,531.56,2983034.59,2983034.59,0.01,2983034.60,541.99,541.84,1.85
2983034.60,10.45,2983045.05,2983045.05,531.59,2983576.64,2983576.64,0.01,2983576.65,542.04,542.00,1.85
2983576.65,10.36,2983587.01,2983587.01,531.11,2984118.13,2984118.13,0.01,2984118.13,541.48,542.05,1.84
2984118.14,10.33,2984128.47,2984128.47,531.46,2984659.93,2984659.94,0.01,2984659.94,541.80,541.49,1.85
2984659.95,10.33,2984670.28,2984670.28,531.46,2985201.74,2985201.74,0.01,2985201.74,541.80,541.81,1.85
2985201.75,10.40,2985212.15,2985212.15,531.21,2985743.36,2985743.36,0.01,2985743.37,541.62,541.80,1.85
2985743.37,10.33,2985753.70,2985753.70,531.62,2986285.32,2986285.32,0.01,2986285.33,541.96,541.63,1.85
2986285.34,10.35,2986295.69,2986295.69,531.20,2986826.89,2986826.89,0.01,2986826.90,541.56,541.96,1.85
2986826.90,10.40,2986837.30,2986837.30,531.23,2987368.54,2987368.54,0.01,2987368.54,541.64,541.57,1.85
2987368.55,10.31,2987378.86,2987378.86,531.41,2987910.27,2987910.27,0.01,2987910.27,541.73,541.65,1.85
2987910.28,10.36,2987920.64,2987920.64,531.50,2988452.14,2988452.14,0.01,2988452.15,541.87,541.73,1.85
2988452.15,10.39,2988462.55,2988462.55,531.18,2988993.72,2988993.72,0.01,2988993.73,541.58,541.87,1.85
2988993.74,10.33,2989004.07,2989004.07,531.28,2989535.35,2989535.35,0.01,2989535.35,541.62,541.58,1.85
2989535.36,10.34,2989545.69,2989545.69,531.33,2990077.02,2990077.02,0.01,2990077.03,541.67,541.62,1.85
2990077.03,10.29,2990087.32,2990087.32,531.35,2990618.67,2990618.67,0.01,2990618.68,541.65,541.68,1.85
2990618.68,10.32,2990629.01,2990629.01,531.05,2991160.06,2991160.06,0.01,2991160.07,541.38,541.65,1.85
2991160.07,10.29,2991170.36,2991170.36,530.80,2991701.16,2991701.16,0.01,2991701.17,541.10,541.39,1.85
2991701.17,10.38,2991711.55,2991711.55,530.99,2992242.54,2992242.55,0.01,2992242.55,541.38,541.10,1.85
2992242.56,10.39,2992252.94,2992252.94,531.34,2992784.29,2992784.29,0.01,2992784.30,541.74,541.38,1.85
2992784.30,10.31,2992794.61,2992794.61,531.08,2993325.68,2993325.68,0.01,2993325.69,541.39,541.74,1.85
2993325.69,10.29,2993335.99,2993335.99,531.18,2993867.17,2993867.17,0.01,2993867.18,541.49,541.39,1.85
2993867.18,10.33,2993877.52,2993877.52,531.30,2994408.81,2994408.82,0.01,2994408.82,541.64,541.49,1.85
2994408.83,10.31,2994419.14,2994419.14,531.28,2994950.42,2994950.42,0.01,2994950.43,541.60,541.64,1.85
2994950.44,10.34,2994960.78,2994960.78,531.46,2995492.24,2995492.24,0.01,2995492.25,541.81,541.61,1.85
2995492.25,10.33,2995502.59,2995502.59,531.28,2996033.87,2996033.87,0.01,2996033.88,541.62,541.82,1.85
2996033.88,10.31,2996044.19,2996044.19,531.64,2996575.83,2996575.83,0.01,2996575.84,541.96,541.63,1.85
2996575.85,10.30,2996586.14,2996586.14,531.23,2997117.37,2997117.37,0.01,2997117.38,541.53,541.97,1.85
2997117.38,10.33,2997127.71,2997127.71,531.21,2997658.93,2997658.93,0.01,2997658.94,541.55,541.54,1.85
2997658.94,10.34,2997669.28,2997669.28,530.98,2998200.26,2998200.26,0.01,2998200.27,541.33,541.56,1.85
2998200.27,10.27,2998210.54,2998210.54,531.21,2998741.75,2998741.75,0.01,2998741.76,541.48,541.33,1.85
2998741.76,10.32,2998752.08,2998752.08,531.61,2999283.69,2999283.69,0.01,2999283.70,541.94,541.49,1.85
2999283.71,10.28,2999293.99,2999293.99,531.13,2999825.12,2999825.12,0.01,2999825.13,541.43,541.94,1.85
2999825.14,10.44,2999835.58,2999835.58,530.90,3000366.48,3000366.48,0.01,3000366.49,541.35,541.43,1.85
3000366.49,10.25,3000376.75,3000376.75,531.70,3000908.45,3000908.45,0.01,3000908.46,541.96,541.36,1.85
3000908.46,10.34,3000918.80,3000918.80,531.52,3001450.32,3001450.32,0.01,3001450.33,541.86,541.97,1.85
3001450.33,10.36,3001460.69,3001460.69,531.66,3001992.35,3001992.35,0.01,3001992.36,542.03,541.87,1.85
3001992.37,10.34,3002002.71,3002002.71,531.36,3002534.07,3002534.07,0.01,3002534.08,541.72,542.03,1.84
3002534.09,10.41,3002544.50,3002544.50,531.41,3003075.91,3003075.91,0.01,3003075.92,541.83,541.72,1.85
3003075.92,10.37,3003086.29,3003086.29,531.52,3003617.81,3003617.81,0.01,3003617.82,541.90,541.84,1.85
3003617.82,10.36,3003628.18,3003628.18,531.56,3004159.74,3004159.74,0.01,3004159.74,541.92,541.90,1.85
3004159.75,10.36,3004170.11,3004170.11,531.56,3004701.67,3004701.67,0.01,3004701.68,541.93,541.93,1.85
3004701.68,10.33,3004712.02,3004712.02,530.88,3005242.90,3005242.90,0.01,3005242.91,541.22,541.94,1.85
3005242.91,10.31,3005253.22,3005253.22,531.31,3005784.53,3005784.53,0.01,3005784.54,541.63,541.23,1.85
3005784.55,10.39,3005794.94,3005794.94,531.33,3006326.27,3006326.27,0.01,3006326.28,541.73,541.64,1.85
3006326.28,10.35,3006336.63,3006336.63,531.23,3006867.86,3006867.86,0.01,3006867.87,541.59,541.74,1.85
3006867.87,10.37,3006878.24,3006878.24,531.56,3007409.80,3007409.80,0.01,3007409.81,541.93,541.59,1.85
3007409.81,10.43,3007420.24,3007420.24,530.78,3007951.01,3007951.01,0.01,3007951.02,541.21,541.94,1.85
3007951.03,10.28,3007961.31,3007961.31,530.88,3008492.18,3008492.18,0.01,3008492.19,541.17,541.21,1.85
3008492.20,10.30,3008502.49,3008502.49,531.23,3009033.72,3009033.72,0.01,3009033.73,541.53,541.17,1.85
3009033.73,10.30,3009044.03,3009044.03,531.78,3009575.80,3009575.80,0.01,3009575.81,542.08,541.53,1.85
3009575.81,10.29,3009586.11,3009586.11,530.54,3010116.65,3010116.65,0.01,3010116.65,540.84,542.08,1.84
3010116.66,10.31,3010126.97,3010126.97,531.71,3010658.68,3010658.68,0.01,3010658.69,542.03,540.85,1.85
3010658.69,10.36,3010669.05,3010669.05,530.83,3011199.88,3011199.88,0.01,3011199.89,541.19,542.03,1.84
3011199.89,10.32,3011210.21,3011210.21,530.70,3011740.91,3011740.91,0.01,3011740.92,541.03,541.20,1.85
3011740.92,10.28,3011751.20,3011751.20,530.65,3012281.85,3012281.85,0.01,3012281.86,540.94,541.03,1.85
3012281.86,10.45,3012292.31,3012292.31,530.88,3012823.20,3012823.20,0.01,3012823.20,541.34,540.94,1.85
3012823.21,10.33,3012833.53,3012833.53,534.04,3013367.58,3013367.58,0.01,3013367.58,544.38,541.34,1.85
3013367.59,10.35,3013377.94,3013377.94,530.81,3013908.75,3013908.75,0.01,3013908.76,541.17,544.38,1.84
3013908.77,10.32,3013919.09,3013919.09,531.44,3014450.52,3014450.52,0.01,3014450.53,541.77,541.18,1.85
3014450.53,10.34,3014460.87,3014460.87,531.48,3014992.35,3014992.35,0.01,3014992.36,541.82,541.77,1.85
3014992.36,10.36,3015002.72,3015002.72,531.45,3015534.17,3015534.17,0.01,3015534.18,541.82,541.83,1.85
3015534.18,10.43,3015544.62,3015544.62,530.89,3016075.50,3016075.50,0.01,3016075.51,541.33,541.82,1.85
3016075.51,10.36,3016085.87,3016085.87,531.58,3016617.45,3016617.45,0.01,3016617.46,541.94,541.33,1.85
3016617.46,10.42,3016627.88,3016627.88,531.27,3017159.15,3017159.15,0.01,3017159.16,541.69,541.95,1.85
3017159.16,10.33,3017169.49,3017169.49,531.49,3017700.98,3017700.98,0.01,3017700.99,541.83,541.70,1.85
3017701.00,10.34,3017711.34,3017711.34,531.31,3018242.65,3018242.65,0.01,3018242.65,541.66,541.84,1.85
3018242.66,10.35,3018253.01,3018253.01,531.23,3018784.24,3018784.24,0.01,3018784.24,541.59,541.66,1.85
3018784.25,10.35,3018794.59,3018794.59,531.06,3019325.66,3019325.66,0.01,3019325.67,541.42,541.59,1.85
